Start Time,End Time,Text
00:12:09.330,00:12:11.160,"We've been smelting for 21 hours."
00:12:11.160,00:12:13.770,"I'm exhausted, but the sun is about to come out"
00:12:13.770,00:12:16.110,"and it's been pretty amazing, I gotta be honest."
00:12:16.110,00:12:17.640,"We gotta close these doors really quick"
00:12:17.640,00:12:18.940,"before they get mad at me."
00:12:20.730,00:12:22.350,"- [Derek] At 9:00 AM the next morning,"
00:12:22.350,00:12:24.510,"the smelting is complete."
00:12:24.510,00:12:28.230,"A total of 614 kilograms of iron sand"
00:12:28.230,00:12:32.193,"and 670 kilograms of charcoal were added to the smelter."
00:12:33.930,00:12:36.000,"At this point, in a traditional smelter,"
00:12:36.000,00:12:37.590,"the only way to get the steel out"
00:12:37.590,00:12:38.973,"would be to break it apart."
00:12:42.270,00:12:44.190,"These days, a crane is used"
00:12:44.190,00:12:45.729,"to take the smelter apart."
00:12:45.729,00:12:47.388,"- [Petr] Oh wow, okay."
00:12:47.388,00:12:48.221,"Oh!"
00:12:51.030,00:12:53.970,"- [Derek] And what is left to show for all that hard work"
00:12:53.970,00:12:58.590,"is a 100 kilogram block of steel, iron, and slag."
00:12:58.590,00:13:01.770,"Only around a third of this block is high enough quality"
00:13:01.770,00:13:03.470,"to be used in sword making."
00:13:03.470,00:13:06.120,"(crane whirs and clunks)"
00:13:06.120,00:13:09.900,"- Oh, that's insane. That's so cool."
00:13:09.900,00:13:11.913,"The result for all the hard work."
00:13:15.750,00:13:19.614,"This is step one of making a Japanese sword."
00:13:19.614,00:13:21.060,"(subdued music)"
00:13:21.060,00:13:24.000,"- [Derek] The steel is sorted by quality and carbon content,"
00:13:24.000,00:13:26.070,"which is also done by eye,"
00:13:26.070,00:13:28.470,"in fact, this is one of the exams you need to pass"
00:13:28.470,00:13:30.393,"to be certified as a swordsmith."
00:13:31.320,00:13:33.540,"Then, the different grades of steel are sent out"
00:13:33.540,00:13:36.990,"to one of 300 swordsmiths around the country."
00:13:36.990,00:13:40.020,"Only 30 do it as their full-time job,"
00:13:40.020,00:13:42.810,"and one of them is Akihara Kokaji,"
00:13:42.810,00:13:44.880,"who we went to visit next."
00:13:44.880,00:13:48.000,"This is when the forging of the sword begins."
00:13:48.000,00:13:50.400,"In a coal oven with hand-pumped bellows,"
00:13:50.400,00:13:53.403,"the steel is heated until it is soft and malleable."
00:13:54.720,00:13:56.040,"Then using hammers,"
00:13:56.040,00:13:58.803,"the master swordsmith flattens out the steel."
00:13:59.850,00:14:02.580,"In the old days, this would've been done by the swordsmith"
00:14:02.580,00:14:04.140,"and three apprentices."
00:14:04.140,00:14:07.350,"The swordsmith using a smaller hammer, would set the rhythm"
00:14:07.350,00:14:09.600,"and the apprentices would use big mallets"
00:14:09.600,00:14:10.923,"to flatten the steel."
00:14:12.673,00:14:17.673,"(hammers clank) (Petr grunts)"
00:14:18.910,00:14:21.160,"- Woo. That was terrifying."
00:14:23.010,00:14:25.773,"- [Derek] These days, electric hammers are used."
00:14:33.690,00:14:35.583,"When the steel is flat enough,"
00:14:36.750,00:14:38.883,"it is then bent back on itself,"
00:14:44.785,00:14:48.037,"(fire crackles)"
00:14:48.037,00:14:49.320,"and it is then hammered again"
00:14:49.320,00:14:52.263,"to press the steel back together into a solid block."
00:14:53.813,00:14:57.030,"(gentle music)"
00:14:57.030,00:14:59.730,"So why go to all this effort flattening the steel,"
00:14:59.730,00:15:01.650,"only to fold it back on itself"
00:15:01.650,00:15:04.893,"and end up with a chunk of steel the same size as before?"
00:15:06.240,00:15:09.840,"Well, because folding does two very important things."
00:15:09.840,00:15:12.030,"First, it spreads out the impurities"
00:15:12.030,00:15:14.700,"like silicon, sulfur, and phosphorus."
00:15:14.700,00:15:16.890,"It spreads them out throughout the steel."
00:15:16.890,00:15:21.660,"This ensures a uniform consistency without any weak points."
00:15:21.660,00:15:24.630,"Second, it gives the steel a grain."
00:15:24.630,00:15:27.330,"After folding the sword, it is now reinforced"
00:15:27.330,00:15:30.540,"in the direction that it will be hit in combat,"
00:15:30.540,00:15:33.750,"and as a bonus, the steel is exposed to the air."
00:15:33.750,00:15:35.220,"So there is a small amount"
00:15:35.220,00:15:38.640,"of oxidation creating a darker colored steel,"
00:15:38.640,00:15:41.763,"which when folded makes beautiful patterns."
00:15:42.990,00:15:47.220,"There are some swords which have more than a billion layers."
00:15:47.220,00:15:48.480,"Now this doesn't mean the sword"
00:15:48.480,00:15:50.610,"has been folded a billion times"
00:15:50.610,00:15:53.670,"since every fold doubles the number of layers,"
00:15:53.670,00:15:58.290,"so you only need about 30 folds to get a billion layers."
00:15:58.290,00:16:01.770,"But usually a sword is folded 10 to 13 times,"
00:16:01.770,00:16:04.863,"resulting in a few thousand layers of steel."
00:16:05.850,00:16:09.060,"Now a blade isn't made from a single block of steel."
00:16:09.060,00:16:12.180,"The carbon content affects how hard the steel is."
00:16:12.180,00:16:13.830,"So different carbon percentages"
00:16:13.830,00:16:16.443,"are used in different parts of the blade."
00:16:17.430,00:16:20.460,"Because carbon atoms are much smaller than iron atoms,"
00:16:20.460,00:16:23.850,"they can fit inside the crystal lattice of iron."
00:16:23.850,00:16:25.500,"These trapped carbon atoms"
00:16:25.500,00:16:27.990,"then apply an outward force to the lattice"
00:16:27.990,00:16:30.270,"putting the steel under stress."
00:16:30.270,00:16:32.040,"The higher the carbon percentage,"
00:16:32.040,00:16:34.950,"the harder and more rigid the steel."
00:16:34.950,00:16:37.230,"But this hardness comes at a cost."
00:16:37.230,00:16:38.850,"The steel becomes brittle,"
00:16:38.850,00:16:42.753,"making it more likely to chip and shatter rather than bend."
00:16:44.490,00:16:46.440,"So what swordsmiths do"
00:16:46.440,00:16:49.110,"is they use steel with different carbon contents"
00:16:49.110,00:16:51.120,"for different parts of the blade."
00:16:51.120,00:16:53.490,"The edge is always high carbon steel"
00:16:53.490,00:16:54.960,"to make it hard and rigid"
00:16:54.960,00:16:58.170,"so it can maintain a sharp edge for a long time."
00:16:58.170,00:17:01.050,"But the spine is usually made of lower-carbon steel,"
00:17:01.050,00:17:03.753,"which allows the sword to flex without breaking."
00:17:04.590,00:17:07.590,"This is done by welding together pieces of steel"
00:17:07.590,00:17:09.633,"with different carbon contents."
00:17:10.620,00:17:13.830,"- So we have about a 15-minute break"
00:17:13.830,00:17:16.500,"because you know it takes a while for the iron"
00:17:16.500,00:17:18.990,"to heat up and then meld together,"
00:17:18.990,00:17:20.910,"and then we're back in there."
00:17:20.910,00:17:23.610,"It's very hot. It's very, very hot in there."
00:17:23.610,00:17:25.470,"It's kind of unbelievable"
00:17:25.470,00:17:27.720,"that he can do this for four hours at a time."
00:17:28.710,00:17:31.110,"- [Derek] After the sword is hammered into shape,"
00:17:31.110,00:17:35.880,"which is a straight blade, it is covered in a layer of clay,"
00:17:35.880,00:17:37.740,"a thick layer for the spine,"
00:17:37.740,00:17:40.200,"and a thin layer for the blade itself."
00:17:40.200,00:17:42.030,"It's then heated in the furnace"
00:17:42.030,00:17:44.610,"and then rapidly cooled in water,"
00:17:44.610,00:17:46.353,"a process known as quenching."
00:17:47.280,00:17:50.130,"Now, because the layers of clay have different thicknesses,"
00:17:50.130,00:17:54.093,"the rate of cooling is faster for the edge than the spine."
00:17:55.080,00:17:59.190,"When the steel is heated, carbon enters the iron lattice,"
00:17:59.190,00:18:02.100,"and since the spine of the sword is covered in thick clay,"
00:18:02.100,00:18:03.870,"it will cool slowly,"
00:18:03.870,00:18:07.500,"giving time for the carbon atoms to leave the iron matrix."
00:18:07.500,00:18:11.280,"This will lead to a very low-carbon steel called ferrite,"
00:18:11.280,00:18:13.470,"but the carbon atoms which have left the matrix"
00:18:13.470,00:18:15.480,"will be caught by other iron atoms"
00:18:15.480,00:18:18.390,"and created a type of steel known as cementite."
00:18:18.390,00:18:20.610,"The combination of ferrite and cementite"
00:18:20.610,00:18:22.140,"is known as perlite,"
00:18:22.140,00:18:25.500,"and it's a mostly soft and ductile form of steel,"
00:18:25.500,00:18:28.860,"though parts of it are hard due to the cementite."
00:18:28.860,00:18:32.640,"So per light forms the spine of the sword."
00:18:32.640,00:18:35.400,"In contrast, the very thin layer of clay on the blade"
00:18:35.400,00:18:37.830,"means that it cools very rapidly,"
00:18:37.830,00:18:41.010,"so more of the carbon is trapped in the lattice."
00:18:41.010,00:18:42.600,"This forces the lattice structure"
00:18:42.600,00:18:45.690,"to change from cubic to tetragonal"
00:18:45.690,00:18:49.080,"making a form of steel known as martensite."
00:18:49.080,00:18:52.050,"Since the trapped carbon puts stress on the lattice,"
00:18:52.050,00:18:54.540,"martensite is incredibly hard,"
00:18:54.540,00:18:57.183,"exactly what you'd want for the edge of a sword."
00:19:00.330,00:19:02.460,"The tetragonal lattice structure of martensite"
00:19:02.460,00:19:04.170,"also takes up more space"
00:19:04.170,00:19:07.290,"so the edge of the blade expands relative to the spine,"
00:19:07.290,00:19:09.390,"curving the sword backwards."
00:19:09.390,00:19:11.760,"The iconic curve of a samurai sword"
00:19:11.760,00:19:14.643,"comes from the formation of martensite."
00:19:15.750,00:19:17.340,"You can actually see the boundary"
00:19:17.340,00:19:20.520,"between different types of steel in a finished sword"
00:19:20.520,00:19:22.650,"by the difference in color."
00:19:22.650,00:19:27.650,"This is known as hamon, which literally means edge pattern."
00:19:28.897,00:19:31.530,"- At the Victoria Albert Museum in London,"
00:19:31.530,00:19:33.300,"there is a Japanese sword"
00:19:33.300,00:19:36.090,"that has a very detailed little dragon in the hamon,"
00:19:36.090,00:19:37.470,"and I've looked at it many times."
00:19:37.470,00:19:40.980,"I don't, okay, I don't know how he did that. (laughs)"
00:19:40.980,00:19:43.260,"- [Derek] About one third of all blades"
00:19:43.260,00:19:46.110,"shatter during the quenching process."
00:19:46.110,00:19:47.400,"- You quench it once"
00:19:47.400,00:19:50.640,"and you thank the stars that you made it."
00:19:50.640,00:19:52.950,"- [Derek] The sword is then placed back in the forage"
00:19:52.950,00:19:55.740,"to evaporate any remaining water."
00:19:55.740,00:19:57.600,"This also provides a little bit of energy"
00:19:57.600,00:19:59.880,"to loosen some of the crystal structures"
00:19:59.880,00:20:01.830,"making the sword less brittle."
00:20:01.830,00:20:03.090,"- And that's about the extent"
00:20:03.090,00:20:06.330,"of the tempering process on a Japanese sword,"
00:20:06.330,00:20:08.670,"which that that might be enough to relax things a bit,"
00:20:08.670,00:20:11.430,"but they kept the edge much harder"
00:20:11.430,00:20:13.023,"than you would've in the West."
00:20:13.950,00:20:15.360,"- [Derek] After the sword is forged,"
00:20:15.360,00:20:17.370,"it is sent to a polisher."
00:20:17.370,00:20:19.530,"The polishing and sharpening of a sword"
00:20:19.530,00:20:21.450,"is also done by hand"
00:20:21.450,00:20:24.690,"with whetstones of different coarsenesses."
00:20:24.690,00:20:29.250,"It can take a month to sharpen and polish a single sword."
00:20:29.250,00:20:31.920,"- One of the things that I love is that like,"
00:20:31.920,00:20:33.780,"this table is sloping down"
00:20:33.780,00:20:36.630,"and the entire floor over there is sloping down."
00:20:36.630,00:20:38.730,"So when you like add the water,"
00:20:38.730,00:20:40.770,"all of the residue and all the water,"
00:20:40.770,00:20:43.893,"you know, flows downhill so it's not perfectly flat."
00:20:43.893,00:20:46.050,"(hammer taps softly)"
00:20:46.050,00:20:47.070,"- [Derek] Sometimes the swords"
00:20:47.070,00:20:49.740,"are also engraved with beautiful patterns,"
00:20:49.740,00:20:51.573,"though this is quite rare."
00:20:54.630,00:20:57.483,"And after all that, the sword is done."
00:20:59.190,00:21:01.320,"To learn how to use a Japanese sword,"
00:21:01.320,00:21:05.880,"Petr got a lesson from a master, Takara Takanashi."
00:21:05.880,00:21:08.280,"He is the 10th-generation student"
00:21:08.280,00:21:11.763,"of Miyamoto Musashi, a legendary samurai."
00:21:12.990,00:21:16.200,"Musashi killed his first opponent in single combat"
00:21:16.200,00:21:18.450,"at the age of 13."
00:21:18.450,00:21:21.420,"He spent the rest of his life perfecting his sword-fighting,"
00:21:21.420,00:21:24.900,"inventing a new technique with two swords."
00:21:24.900,00:21:28.290,"Musashi fought in more than 60 duels to the death,"
00:21:28.290,00:21:30.802,"and he won every last one of them."
00:21:30.802,00:21:32.677,"(serious music)"
00:21:32.677,00:21:33.720,"(subdued music)"
00:21:33.720,00:21:35.400,"There is a story about a duel"
00:21:35.400,00:21:37.800,"that took place during a snowstorm."
00:21:37.800,00:21:40.860,"As he faced his opponent, katana outstretched,"
00:21:40.860,00:21:44.310,"Musashi was so calm and kept his sword so still"
00:21:44.310,00:21:46.500,"that snowflakes began to accumulate"
00:21:46.500,00:21:48.543,"on the thin edge of the blade."
00:21:51.330,00:21:52.350,"- [Petr] So during the lesson,"
00:21:52.350,00:21:55.050,"I thought I would get to use a katana,"
00:21:55.050,00:21:57.600,"but instead we spent the entire time"
00:21:57.600,00:21:59.940,"learning how to take the blade out of its sheath"
00:21:59.940,00:22:01.143,"and then put it back in."
00:22:04.470,00:22:07.710,"So when I actually got the chance to use a katana"
00:22:07.710,00:22:11.673,"to slice through some things, I was deeply unprepared."
00:22:13.756,00:22:16.339,"(katana thuds)"
00:22:17.668,00:22:20.130,"(playful music)"
00:22:20.130,00:22:22.655,"- [Producer] Well, it looks like it's your turn."
00:22:22.655,00:22:23.822,"I'm so scared."
00:22:24.970,00:22:27.000,"Okay, so this has been an amazing day."
00:22:27.000,00:22:29.070,"We've looked at some beautiful katanas,"
00:22:29.070,00:22:31.680,"and now these wonderful people are letting me use one"
00:22:31.680,00:22:35.610,"of their just unbelievably beautiful pieces of art"
00:22:35.610,00:22:37.195,"to chop some things."
00:22:37.195,00:22:40.927,"(Petr exhales forcefully)"
00:22:40.927,00:22:43.738,"(katana thuds) - Oh."
00:22:43.738,00:22:44.571,"Oh."
