Start Time,End Time,Text
00:09:01.890,00:09:03.450,"Numbers for which this is true"
00:09:03.450,00:09:06.210,"are now called Mersenne Primes."
00:09:06.210,00:09:08.700,"Of his list the first seven exponents of P"
00:09:08.700,00:09:10.290,"do result in primes"
00:09:10.290,00:09:13.050,"and they correspond to the first seven perfect numbers."
00:09:13.050,00:09:14.640,"But for some of the larger numbers"
00:09:14.640,00:09:17.760,"like 2 to the 67 minus 1, Mersenne admitted"
00:09:17.760,00:09:20.617,"to not even checking whether they were prime."
00:09:20.617,00:09:24.000,"""To tell if a given number of 15 to 20 digits is prime"
00:09:24.000,00:09:27.507,"or not all time would not suffice for the test."""
00:09:30.150,00:09:32.310,"Mersenne discussed the problem of perfect numbers"
00:09:32.310,00:09:33.930,"with other luminaries of the time,"
00:09:33.930,00:09:36.750,"including Pierre de Fermat and Rene Descartes."
00:09:36.750,00:09:40.530,"In 1638, Descartes wrote to Mersenne, I think I can show"
00:09:40.530,00:09:42.450,"that there are no even perfect numbers"
00:09:42.450,00:09:44.670,"except those of Euclid."
00:09:44.670,00:09:48.180,"He also believed that if an odd perfect number does exist,"
00:09:48.180,00:09:50.490,"it must have a special form."
00:09:50.490,00:09:52.650,"It must be the product of a prime"
00:09:52.650,00:09:55.050,"and the square of a different number."
00:09:55.050,00:09:57.300,"If he was right, these would easily have been"
00:09:57.300,00:09:59.850,"the biggest breakthroughs on the problem since Euclid"
00:09:59.850,00:10:01.350,"2000 years earlier."
00:10:01.350,00:10:04.290,"But Descartes couldn't prove either of those statements."
00:10:04.290,00:10:07.710,"Instead, he wrote ""As for me, I judge that one can find"
00:10:07.710,00:10:09.990,"real odd perfect numbers."
00:10:09.990,00:10:13.050,"But whatever method you use, it takes a long time"
00:10:13.050,00:10:14.307,"to look for these."""
00:10:15.480,00:10:18.300,"Around a hundred years later at the St. petersburg Academy,"
00:10:18.300,00:10:21.000,"the Prussian mathematician Christian Goldbach"
00:10:21.000,00:10:23.850,"met a 20-year-old math prodigy."
00:10:23.850,00:10:26.460,"The two stayed in touch corresponding by mail,"
00:10:26.460,00:10:29.850,"and in 1729, Goldbach introduced this young man"
00:10:29.850,00:10:31.560,"to the work of Fermat."
00:10:31.560,00:10:33.420,"At first, he seemed indifferent,"
00:10:33.420,00:10:35.190,"but after a little more prodding by Goldbach"
00:10:35.190,00:10:37.440,"he became passionate about number theory"
00:10:37.440,00:10:39.270,"and he spent the next 40 years"
00:10:39.270,00:10:41.820,"working on different problems in the field"
00:10:41.820,00:10:45.090,"among them was the problem of perfect numbers."
00:10:45.090,00:10:47.613,"This Prodigy's name was Leonhard Euler."
00:10:48.750,00:10:51.090,"Euler picked up where Descartes had left off,"
00:10:51.090,00:10:52.680,"but with more success."
00:10:52.680,00:10:56.550,"In doing so, he made three breakthroughs on this problem."
00:10:56.550,00:10:58.380,"First in 1732,"
00:10:58.380,00:11:01.650,"he discovered the eighth perfect number, which he had done"
00:11:01.650,00:11:05.490,"by verifying that 2 to the 31 minus 1 is prime."
00:11:05.490,00:11:07.203,"Just as Mersenne had predicted."
00:11:09.480,00:11:12.600,"For his other two breakthroughs, he invented a new weapon,"
00:11:12.600,00:11:14.220,"the sigma function."
00:11:14.220,00:11:16.710,"All this function does is it takes all the divisors"
00:11:16.710,00:11:20.430,"of a number, including the number itself and adds them up."
00:11:20.430,00:11:24.630,"So take any number, say six, sum up all its divisors"
00:11:24.630,00:11:28.290,"and you get 12, which is twice the number we started with."
00:11:28.290,00:11:31.050,"And this will be true for all perfect numbers."
00:11:31.050,00:11:33.090,"The Sigma function of a perfect number"
00:11:33.090,00:11:35.550,"will always give twice the number itself"
00:11:35.550,00:11:37.830,"because the sigma function includes the number"
00:11:37.830,00:11:39.570,"as one of its divisors."
00:11:39.570,00:11:41.850,"Now this may seem like a small change,"
00:11:41.850,00:11:44.370,"but it ends up being extremely powerful."
00:11:44.370,00:11:47.220,"So let's look at a few examples."
00:11:47.220,00:11:49.380,"Take a prime number like seven."
00:11:49.380,00:11:50.490,"Now, because it's prime,"
00:11:50.490,00:11:53.010,"you can't rearrange it into a rectangle,"
00:11:53.010,00:11:56.670,"therefore the only divisors are one and the prime itself."
00:11:56.670,00:12:00.960,"So Sigma seven is 1 plus 7, which is equal to 8."
00:12:00.960,00:12:02.640,"Now, to keep things easier to follow,"
00:12:02.640,00:12:04.890,"we'll just stick to the numbers."
00:12:04.890,00:12:07.920,"But what if instead of seven, you had seven cubed?"
00:12:07.920,00:12:10.350,"Well, again, the sum of the divisors is really simple."
00:12:10.350,00:12:14.970,"It's just 1 plus 7 plus 7 squared plus 7 cubed."
00:12:14.970,00:12:17.970,"Now let's use it on a different number, say 20."
00:12:17.970,00:12:21.930,"The sum of its divisors is 1 plus 2 plus 4 plus 5"
00:12:21.930,00:12:25.350,"plus 10 plus 20, which equals 42."
00:12:25.350,00:12:26.460,"But you can also write this"
00:12:26.460,00:12:30.270,"as 1 plus 2 plus 4 times 1 plus 5."
00:12:30.270,00:12:31.710,"And this is what really makes"
00:12:31.710,00:12:33.750,"the sigma function so powerful."
00:12:33.750,00:12:36.180,"If you have a number that is made up of other numbers"
00:12:36.180,00:12:37.980,"that don't share factors with each other,"
00:12:37.980,00:12:39.630,"then you can split up the sigma function"
00:12:39.630,00:12:41.820,"into the sigma functions of the prime powers"
00:12:41.820,00:12:43.080,"that make it up."
00:12:43.080,00:12:46.200,"So sigma of 2 squared times sigma 5"
00:12:46.200,00:12:48.420,"is equal to sigma 20."
00:12:48.420,00:12:50.820,"And since any number can be written as the product"
00:12:50.820,00:12:53.610,"of prime powers, you can split up the sigma function"
00:12:53.610,00:12:55.890,"of any composite number into the sigma functions"
00:12:55.890,00:12:57.393,"of its prime powers."
00:12:59.280,00:13:01.110,"With his new function in hand,"
00:13:01.110,00:13:02.970,"Euler achieved his second breakthrough"
00:13:02.970,00:13:04.770,"and did what Descartes couldn't."
00:13:04.770,00:13:09.120,"He proved that every even perfect number has Euclid's form."
00:13:09.120,00:13:13.620,"This Euclid-Euler theorem solved a 1600-year-old problem"
00:13:13.620,00:13:17.220,"and proved Nicomachus's fourth conjecture."
00:13:17.220,00:13:19.320,"Math historian William Dunham called it"
00:13:19.320,00:13:22.503,"the greatest mathematical collaboration in history."
00:13:23.760,00:13:25.680,"But Euler wasn't finished yet."
00:13:25.680,00:13:29.040,"He also wanted to solve the problem of odd perfect numbers."
00:13:29.040,00:13:30.930,"So for his third breakthrough, he set out"
00:13:30.930,00:13:33.210,"to prove Descartes other statement"
00:13:33.210,00:13:36.723,"that every odd perfect number must have a specific form."
00:13:37.710,00:13:40.290,"Because if an odd perfect number does exist,"
00:13:40.290,00:13:43.590,"you know two things first n is odd."
00:13:43.590,00:13:47.400,"And second sigma of n equals 2n."
00:13:47.400,00:13:49.860,"Now any number n, you can write as a product"
00:13:49.860,00:13:51.330,"of different prime numbers"
00:13:51.330,00:13:53.583,"and each prime can be to some power."
00:13:54.480,00:13:57.840,"So let's take that and put it into Euler sigma function."
00:13:57.840,00:14:02.160,"So you get sigma of n equals sigma of all of those primes"
00:14:02.160,00:14:05.160,"to their powers, which equals 2n."
00:14:05.160,00:14:07.500,"But since all of these factors are primes,"
00:14:07.500,00:14:10.080,"you can actually split up the sigma function into the sigmas"
00:14:10.080,00:14:12.480,"of the individual prime powers."
00:14:12.480,00:14:13.890,"Now one thing to notice is"
00:14:13.890,00:14:16.800,"that if you have a prime number raised to an odd power,"
00:14:16.800,00:14:18.900,"for example seven to the power of 1,"
00:14:18.900,00:14:21.120,"then the sigma function will be even"
00:14:21.120,00:14:23.880,"because 1 plus 7 equals 8,"
00:14:23.880,00:14:25.440,"you'll always get an even number"
00:14:25.440,00:14:28.320,"because odd plus odd is even"
00:14:28.320,00:14:29.970,"if the prime number is instead raised"
00:14:29.970,00:14:33.090,"to an even power like seven squared,"
00:14:33.090,00:14:36.000,"then the sigma function returns an odd number."
00:14:36.000,00:14:40.290,"Sigma of 7 squared equals 1 plus 7 plus 7 squared,"
00:14:40.290,00:14:42.240,"which equals 57."
00:14:42.240,00:14:46.080,"Because odd plus odd plus odd equals odd."
00:14:46.080,00:14:48.720,"So if you have the sigma function of an odd prime raised"
00:14:48.720,00:14:52.140,"to an odd power, it will give an even number."
00:14:52.140,00:14:54.540,"If instead it's raised to an even power,"
00:14:54.540,00:14:56.940,"you get an odd number."
00:14:56.940,00:15:00.360,"And this is where Euler's genius insight comes in"
00:15:00.360,00:15:04.080,"because here on the right side you've got 2 times n"
00:15:04.080,00:15:08.550,"where n is an odd perfect number, and 2 is even."
00:15:08.550,00:15:09.600,"Well, what that means is"
00:15:09.600,00:15:12.990,"that on the left side there must only be one even number"
00:15:12.990,00:15:14.700,"because if there were two even numbers,"
00:15:14.700,00:15:16.320,"you could factor out four."
00:15:16.320,00:15:18.180,"But that means you should also be able"
00:15:18.180,00:15:21.210,"to factor out four on the right side, which you can't"
00:15:21.210,00:15:25.560,"because n is odd and there's only a single 2 here."
00:15:25.560,00:15:29.970,"So only one of these sigmas here can give an even number,"
00:15:29.970,00:15:32.370,"which means that there is exactly one prime"
00:15:32.370,00:15:33.900,"that is to an odd power"
00:15:33.900,00:15:36.930,"and all the others must be to an even power"
00:15:36.930,00:15:39.003,"just as Descartes had predicted."
00:15:40.740,00:15:42.930,"Now, Euler refined the form a bit more"
00:15:42.930,00:15:45.630,"and showed that an odd perfect number must satisfy"
00:15:45.630,00:15:49.410,"this condition, but even Euler couldn't prove"
00:15:49.410,00:15:50.970,"whether they existed or not."
00:15:50.970,00:15:53.880,"He wrote ""Whether there are any odd perfect numbers"
00:15:53.880,00:15:56.970,"is a most difficult question."""
00:15:56.970,00:15:58.980,"For the next 150 years"
00:15:58.980,00:16:00.810,"very little progress was made"
00:16:00.810,00:16:04.080,"and no new perfect numbers were discovered."
00:16:04.080,00:16:06.210,"English mathematician Peter Barlow wrote"
00:16:06.210,00:16:08.940,"that Euler eighth perfect number ""Is the greatest"
00:16:08.940,00:16:10.590,"that ever will be discovered"
00:16:10.590,00:16:13.950,"for as they are merely curious without being useful,"
00:16:13.950,00:16:16.290,"it is not likely that any person will ever attempt"
00:16:16.290,00:16:17.937,"to find one beyond it."""
00:16:20.880,00:16:23.160,"But Barlow was wrong."
00:16:23.160,00:16:27.720,"Mathematicians kept pursuing these elusive perfect numbers"
00:16:27.720,00:16:31.710,"and most started with Mersenne's list of proposed primes."
00:16:31.710,00:16:35.220,"The next on his list was 2 to the 67 minus 1."
00:16:35.220,00:16:37.890,"So far, Mersenne had done an excellent job."
00:16:37.890,00:16:40.320,"He had included Euler's eighth perfect number"
00:16:40.320,00:16:42.660,"while avoiding others like 29"
00:16:42.660,00:16:45.450,"that turned out not to lead to a perfect number,"
00:16:45.450,00:16:48.750,"but 230 years after Mersenne published his list,"
00:16:48.750,00:16:53.610,"Edouard Lucas proved that 2 to the 67 minus 1 was not prime,"
00:16:53.610,00:16:56.043,"although he was unable to find its factors."
00:16:57.720,00:17:00.810,"27 years later, Frank Nelson Cole gave a talk"
00:17:00.810,00:17:04.230,"to the American mathematical society without saying a word,"
00:17:04.230,00:17:06.270,"he walked to one side of the blackboard"
00:17:06.270,00:17:09.832,"and wrote down 2 to the 67 minus 1 equals"
00:17:09.832,00:17:12.165,"147,573,952,589,676,412,927."
00:17:22.350,00:17:24.510,"He then walked to the other side of the blackboard"
00:17:24.510,00:17:29.510,"and multiplied 193,707,721 times"
00:17:30.544,00:17:31.794,"761,838,257,287"
00:17:36.570,00:17:38.760,"giving the same answer."
00:17:38.760,00:17:40.650,"He sat down without saying a word"
00:17:40.650,00:17:43.113,"and the audience erupted in applause."
00:17:44.100,00:17:46.440,"He later admitted it took him three years"
00:17:46.440,00:17:48.450,"working on Sundays to solve this."
00:17:48.450,00:17:51.753,"A modern computer could solve this in less than a second."
00:17:53.370,00:17:54.690,"From 500 BC"
00:17:54.690,00:17:58.890,"until 1952 people had discovered just 12 Mersenne primes"
00:17:58.890,00:18:01.800,"and therefore only 12 perfect numbers."
00:18:01.800,00:18:03.360,"The main difficulty was checking whether"
00:18:03.360,00:18:06.750,"large Mersenne numbers were actually prime."
00:18:06.750,00:18:08.100,"But in 1952,"
00:18:08.100,00:18:10.590,"American mathematician Raphael Robinson wrote"
00:18:10.590,00:18:12.870,"a computer program to perform this task"
00:18:12.870,00:18:17.870,"and he ran it on the fastest computer at the time, the SWAC."
00:18:18.000,00:18:21.540,"Within 10 months, he found the next five Mersenne primes"
00:18:21.540,00:18:24.150,"and so corresponding perfect numbers."
00:18:24.150,00:18:25.530,"And over the next 50 years,"
00:18:25.530,00:18:28.830,"new Mersenne primes were discovered in rapid succession,"
00:18:28.830,00:18:31.290,"all using computers."
00:18:31.290,00:18:34.140,"The largest Mersenne prime at the end of 1952"
00:18:34.140,00:18:38.160,"was 2 to the power of 2,281 minus 1,"
00:18:38.160,00:18:40.770,"which is 687 digits long."
00:18:40.770,00:18:42.930,"By the end of 1994, the largest Mersenne prime"
00:18:42.930,00:18:47.930,"was 2 to the power of 859,433 minus 1,"
00:18:48.060,00:18:53.060,"which is 258,716 digits long."
00:18:53.070,00:18:56.070,"Since these numbers were getting so astronomically large,"
00:18:56.070,00:18:58.560,"the task of finding numerous end primes became"
00:18:58.560,00:19:01.863,"more and more difficult even for supercomputers."
00:19:02.730,00:19:04.170,"So in 1996,"
00:19:04.170,00:19:06.390,"computer scientist George Woltman launched"
00:19:06.390,00:19:09.970,"the Great Internet Mersenne Prime Search or GIMPS."
00:19:09.970,00:19:12.900,"GIMPS distributes the work over many computers"
00:19:12.900,00:19:15.060,"allowing anyone to volunteer their computer power"
00:19:15.060,00:19:17.550,"to help search for Mersenne primes."
00:19:17.550,00:19:20.070,"The project has been highly successful so far,"
00:19:20.070,00:19:23.250,"having discovered 17 new Mersenne primes,"
00:19:23.250,00:19:26.730,"15 of which were the largest known primes at that time."
00:19:26.730,00:19:29.310,"And the best part, if your computer discovers"
00:19:29.310,00:19:30.660,"a new Mersenne prime,"
00:19:30.660,00:19:33.030,"you'll be listed as its discoverer,"
00:19:33.030,00:19:34.950,"adding yourself to a list that includes"
00:19:34.950,00:19:37.830,"some of the best mathematicians of all time."
00:19:37.830,00:19:40.320,"There's even a $250,000 prize"
00:19:40.320,00:19:42.753,"for the first billion-digit prime."
00:19:45.930,00:19:49.050,"In 2017 Church Deacon John Pace discovered"
00:19:49.050,00:19:52.020,"the 50th Mersenne Prime by using GIMPS."
00:19:52.020,00:19:57.020,"The number 2 to the 77,232,917 minus 1"
00:19:57.750,00:20:01.320,"is more than 23 million digits long,"
00:20:01.320,00:20:04.680,"and it was also the largest known prime at the time."
00:20:04.680,00:20:06.300,"To celebrate this achievement"
00:20:06.300,00:20:07.830,"the Japanese publishing house,"
00:20:07.830,00:20:10.357,"Nanairosha published this book,"
00:20:10.357,00:20:13.440,"""The Largest Prime number of 2017."""
00:20:13.440,00:20:14.550,"And all it is"
00:20:14.550,00:20:19.533,"is that number spread over 719 glorious pages."
00:20:20.730,00:20:21.870,"It's wild."
00:20:21.870,00:20:25.110,"The size of this font is so tiny."
00:20:25.110,00:20:27.870,"The book quickly rose to the number one spot on Amazon"
00:20:27.870,00:20:30.183,"and sold out in four days."
00:20:31.140,00:20:34.950,"A year later, the 51st Mersenne Prime was discovered."
00:20:34.950,00:20:37.767,"It's 2 to the 82,589,933 minus 1,"
00:20:42.180,00:20:46.350,"and this number has 24,000,860 2048 digits."
00:20:49.140,00:20:51.750,"But there's something I enjoy about the absurdity,"
00:20:51.750,00:20:54.543,"like there is knowledge in here,"
00:20:56.130,00:20:57.360,"but it's not the kind of knowledge"
00:20:57.360,00:20:59.790,"that anyone's ever gonna read out of a book."
00:20:59.790,00:21:01.020,"But in some way it's nice"
00:21:01.020,00:21:02.460,"that there's this physical artifact"
00:21:02.460,00:21:03.903,"that like has the number,"
00:21:04.740,00:21:06.510,"if ever we lost all the prime numbers."
00:21:06.510,00:21:08.520,"You know, someone could find this book"
00:21:08.520,00:21:10.893,"be like, here's the big one."
00:21:11.880,00:21:15.870,"As of today, this is still the largest known prime."
00:21:15.870,00:21:18.660,"And since numbers of this form grow so rapidly,"
00:21:18.660,00:21:20.040,"the largest Mersenne Prime"
